library_id,total_spots,total_bases,taxonomy_id,ScientificName,kingdom,phylum,class,order,family,genus,species
"SRR20037897", 85791, 25908882, 225937, " Marinobacter adhaerens HP15", " Bacteria", " NA", " Gammaproteobacteria", " Pseudomonadales", " Marinobacteraceae", " Marinobacter", " Marinobacter adhaerens"
"SRR4139959", 4454959, 1336487700, 1566232, " Pseudomonas sp. NFPP25", " Bacteria", " NA", " Gammaproteobacteria", " Pseudomonadales", " Pseudomonadaceae", " Pseudomonas", " Pseudomonas sp. NFPP25"
"SRR654370", 4754041, 960316282, 1120928, " Acinetobacter tjernbergiae DSM 14971 = CIP 107465", " Bacteria", " NA", " Gammaproteobacteria", " Moraxellales", " Moraxellaceae", " Acinetobacter", " Acinetobacter tjernbergiae"
"SRR18972841", 45049202, 4504920200, 2371, " Xylella fastidiosa", " Bacteria", " Proteobacteria", " Gammaproteobacteria", " Xanthomonadales", " Xanthomonadaceae", " Xylella", " Xylella fastidiosa"
"SRR14936232", 1056163, 293349553, 2851780, " Pseudomonas sp. 21-WK6-E-2", " Bacteria", " NA", " Gammaproteobacteria", " Pseudomonadales", " Pseudomonadaceae", " Pseudomonas", " Pseudomonas sp. 21-WK6-E-2"
"SRR4128950", 9349112, 2804733600, 686800, " Lysobacter ruishenii", " Bacteria", " NA", " Gammaproteobacteria", " Xanthomonadales", " Xanthomonadaceae", " Lysobacter", " Lysobacter ruishenii"
"SRR2135242", 2535907, 512253214, 1686396, " Enterobacter sp. BIDMC93", " Bacteria", " NA", " Gammaproteobacteria", " Enterobacterales", " Enterobacteriaceae", " Enterobacter", " Enterobacter sp. BIDMC93"
"SRR5273318", 742528, 337479035, 1960828, " Pseudomonas sp. MF6396", " Bacteria", " NA", " Gammaproteobacteria", " Pseudomonadales", " Pseudomonadaceae", " Pseudomonas", " Pseudomonas sp. MF6396"
"SRR1587778", 15355586, 4606675800, 1325043, " Halothiobacillaceae bacterium SCGC AC-197-I22", " Bacteria", " NA", " Gammaproteobacteria", " Chromatiales", " Halothiobacillaceae", " NA", " Halothiobacillaceae bacterium SCGC AC-197-I22"
"DRR199420", 1519425, 456247754, 2675719, " Citrobacter sp. WP7-W19-ESBL-01", " Bacteria", " NA", " Gammaproteobacteria", " Enterobacterales", " Enterobacteriaceae", " Citrobacter", " Citrobacter sp. WP7-W19-ESBL-01"
"SRR4159526", 4833062, 1459584724, 861298, " Vibrio xiamenensis", " Bacteria", " NA", " Gammaproteobacteria", " Vibrionales", " Vibrionaceae", " Vibrio", " Vibrio xiamenensis"
"SRR14936257", 1115283, 307773888, 2851767, " Pseudomonas sp. 20-WK6-C-2", " Bacteria", " NA", " Gammaproteobacteria", " Pseudomonadales", " Pseudomonadaceae", " Pseudomonas", " Pseudomonas sp. 20-WK6-C-2"
"SRR20754187", 914752, 134473762, 2735746, " Campylobacter sp. 1569", " Bacteria", " NA", " Gammaproteobacteria", " NA", " NA", " NA", " Campylobacter sp. 1569"
"SRR14354752", 199000, 374407751, 2831035, " Pantoea sp. EnvH", " Bacteria", " NA", " Gammaproteobacteria", " Enterobacterales", " Erwiniaceae", " Pantoea", " Pantoea sp. EnvH"
"SRR2127737", 1602233, 323651066, 1686395, " Enterobacter sp. BIDMC87", " Bacteria", " NA", " Gammaproteobacteria", " Enterobacterales", " Enterobacteriaceae", " Enterobacter", " Enterobacter sp. BIDMC87"
"SRR14145449", 12146103, 1846207656, 244366, " Klebsiella variicola", " Bacteria", " Proteobacteria", " Gammaproteobacteria", " Enterobacteriales", " Enterobacteriaceae", " Klebsiella", " Klebsiella variicola"
"SRR850722", 2900278, 585856156, 1329827, " Enterobacter sp. MGH 23", " Bacteria", " NA", " Gammaproteobacteria", " Enterobacterales", " Enterobacteriaceae", " Enterobacter", " Enterobacter sp. MGH 23"
"DRR199329", 2206348, 661415691, 648, " Aeromonas caviae", " Bacteria", " NA", " Gammaproteobacteria", " Aeromonadales", " Aeromonadaceae", " Aeromonas", " Aeromonas caviae"
"SRR654225", 2632942, 531854284, 1217716, " Acinetobacter ursingii NIPH 706", " Bacteria", " NA", " Gammaproteobacteria", " Moraxellales", " Moraxellaceae", " Acinetobacter", " Acinetobacter ursingii"
"SRR4434428", 12411198, 3723359400, 1907549, " Candidatus Thiosymbion sp. Type G ELBA 0004", " Bacteria", " NA", " Gammaproteobacteria", " Chromatiales", " Chromatiaceae", " Candidatus Thiosymbion", " Candidatus Thiosymbion sp. Type G ELBA 0004"
"SRR3889551", 759703, 379851500, 1891224, " Acinetobacter celticus", " Bacteria", " NA", " Gammaproteobacteria", " Moraxellales", " Moraxellaceae", " Acinetobacter", " Acinetobacter celticus"
"SRR12824649", 120753, 1793961340, 202956, " Acinetobacter towneri", " Bacteria", " NA", " Gammaproteobacteria", " Pseudomonadales", " Moraxellaceae", " Acinetobacter", " Acinetobacter towneri"
"SRR12056154", 12144892, 3667757384, 1499973, " Escherichia marmotae", " Bacteria", " NA", " Gammaproteobacteria", " Enterobacterales", " Enterobacteriaceae", " Escherichia", " Escherichia marmotae"
"SRR5192584", 749480, 328678452, 747, " Pasteurella multocida", " Bacteria", " NA", " Gammaproteobacteria", " Pasteurellales", " Pasteurellaceae", " Pasteurella", " Pasteurella multocida"
"SRR20041426", 322056, 97260912, 261965, " Kangiella aquimarina", " Bacteria", " Proteobacteria", " Gammaproteobacteria", " Oceanospirillales", " Alcanivoracaceae", " Kangiella", " Kangiella aquimarina"
"SRR16936569", 1932306, 573709453, 2753541, " Xanthomonas euvesicatoria pv. euvesicatoria", " Bacteria", " NA", " Gammaproteobacteria", " Xanthomonadales", " Xanthomonadaceae", " Xanthomonas", " Xanthomonas euvesicatoria"
"SRR1592278", 10540851, 3162255300, 1449224, " Gammaproteobacteria bacterium SCGC AD-103-K02", " Bacteria", " NA", " Gammaproteobacteria", " NA", " NA", " NA", " Gammaproteobacteria bacterium SCGC AD-103-K02"
"SRR13530723", 11721421, 3521031231, 47880, " Pseudomonas fulva", " Bacteria", " NA", " Gammaproteobacteria", " Pseudomonadales", " Pseudomonadaceae", " Pseudomonas", " Pseudomonas fulva"
"SRR10896402", 104692, 52346000, 76761, " Pseudomonas veronii", " Bacteria", " NA", " Gammaproteobacteria", " Pseudomonadales", " Pseudomonadaceae", " Pseudomonas", " Pseudomonas veronii"
"SRR18324389", 1409444, 415730971, 630, " Yersinia enterocolitica", " Bacteria", " Proteobacteria", " Gammaproteobacteria", " Enterobacteriales", " Enterobacteriaceae", " Yersinia", " Yersinia enterocolitica"
"SRR728954", 2588407, 522858214, 1785128, " Acinetobacter lactucae", " Bacteria", " NA", " Gammaproteobacteria", " Moraxellales", " Moraxellaceae", " Acinetobacter", " Acinetobacter lactucae"
"SRR4159461", 5011939, 1513605578, 570156, " Pseudoalteromonas lipolytica", " Bacteria", " NA", " Gammaproteobacteria", " Alteromonadales", " Pseudoalteromonadaceae", " Pseudoalteromonas", " Pseudoalteromonas lipolytica"
"SRR654355", 2678711, 541099622, 981333, " Acinetobacter parvus DSM 16617 = CIP 108168", " Bacteria", " NA", " Gammaproteobacteria", " Moraxellales", " Moraxellaceae", " Acinetobacter", " Acinetobacter parvus"
"DRR199767", 1894179, 543893004, 1639133, " Citrobacter portucalensis", " Bacteria", " NA", " Gammaproteobacteria", " Enterobacterales", " Enterobacteriaceae", " Citrobacter", " Citrobacter portucalensis"
"SRR7216365", 1804934, 541480200, 2070649, " Pseudomonas sp. FW305-124", " Bacteria", " NA", " Gammaproteobacteria", " Pseudomonadales", " Pseudomonadaceae", " Pseudomonas", " Pseudomonas sp. FW305-124"
"SRR11811145", 1132665, 492063072, 75985, " Mannheimia haemolytica", " Bacteria", " NA", " Gammaproteobacteria", " Pasteurellales", " Pasteurellaceae", " Mannheimia", " Mannheimia haemolytica"
"SRR654421", 2705246, 546459692, 1120924, " Acinetobacter baylyi DSM 14961 = CIP 107474", " Bacteria", " NA", " Gammaproteobacteria", " Moraxellales", " Moraxellaceae", " Acinetobacter", " Acinetobacter baylyi"
"SRR1204052", 1461639, 295251078, 1439326, " Enterobacter roggenkampii CHS 79", " Bacteria", " NA", " Gammaproteobacteria", " Enterobacterales", " Enterobacteriaceae", " Enterobacter", " Enterobacter roggenkampii"
"DRR199449", 542213, 157727251, 2675725, " Raoultella sp. WP8-W18-ESBL-07", " Bacteria", " NA", " Gammaproteobacteria", " Enterobacterales", " Enterobacteriaceae", " Raoultella", " Raoultella sp. WP8-W18-ESBL-07"
"SRR4210112", 137886, 511247258, 882211, " Pseudomonas deceptionensis", " Bacteria", " NA", " Gammaproteobacteria", " Pseudomonadales", " Pseudomonadaceae", " Pseudomonas", " Pseudomonas deceptionensis"
"SRR14936218", 670297, 182299842, 2851788, " Pseudomonas sp. 22-WK8-E-2", " Bacteria", " NA", " Gammaproteobacteria", " Pseudomonadales", " Pseudomonadaceae", " Pseudomonas", " Pseudomonas sp. 22-WK8-E-2"
"SRR9647839", 1053429, 528821358, 1134687, " Klebsiella michiganensis", " Bacteria", " NA", " Gammaproteobacteria", " Enterobacterales", " Enterobacteriaceae", " Klebsiella", " Klebsiella michiganensis"
"SRR850767", 1757280, 354970560, 1329833, " Enterobacter sp. MGH 37", " Bacteria", " NA", " Gammaproteobacteria", " Enterobacterales", " Enterobacteriaceae", " Enterobacter", " Enterobacter sp. MGH 37"
"SRR9732432", 76465, 388445627, 2598185, " Stenotrophomonas sp. mfec-48", " Bacteria", " NA", " Gammaproteobacteria", " Xanthomonadales", " Xanthomonadaceae", " Stenotrophomonas", " Stenotrophomonas sp. mfec-48"
"SRR10026522", 163482, 4903077978, 208962, " Escherichia albertii", " Bacteria", " NA", " Gammaproteobacteria", " Enterobacteriales", " Enterobacteriaceae", " Escherichia", " Escherichia albertii"
"SRR850735", 3447238, 696342076, 1329830, " Enterobacter sp. MGH 26", " Bacteria", " NA", " Gammaproteobacteria", " Enterobacterales", " Enterobacteriaceae", " Enterobacter", " Enterobacter sp. MGH 26"
"SRR15343015", 271134, 137977742, 738, " Glaesserella parasuis", " Bacteria", " NA", " Gammaproteobacteria", " Pasteurellales", " Pasteurellaceae", " Glaesserella", " Glaesserella parasuis"
"SRR10586114", 74969, 352783906, 548, " Klebsiella aerogenes", " Bacteria", " NA", " Gammaproteobacteria", " Enterobacterales", " Enterobacteriaceae", " Klebsiella", " Klebsiella aerogenes"
"SRR14766829", 24902, 162055408, 2565368, " Pseudomonas atacamensis", " Bacteria", " NA", " Gammaproteobacteria", " Pseudomonadales", " Pseudomonadaceae", " Pseudomonas", " Pseudomonas atacamensis"
"SRR21164528", 980374, 475963256, 2014742, " Vibrio tarriae", " Bacteria", " NA", " Gammaproteobacteria", " Vibrionales", " Vibrionaceae", " Vibrio", " Vibrio tarriae"
"SRR6853660", 3508372, 701674400, 615, " Serratia marcescens", " Bacteria", " NA", " Gammaproteobacteria", " Enterobacteriales", " Enterobacteriaceae", " Serratia", " Serratia marcescens"
"DRR199454", 1183442, 348812650, 654, " Aeromonas veronii", " Bacteria", " NA", " Gammaproteobacteria", " Aeromonadales", " Aeromonadaceae", " Aeromonas", " Aeromonas veronii"
"SRR7026272", 4693008, 1407902400, 61645, " Enterobacter asburiae", " Bacteria", " NA", " Gammaproteobacteria", " Enterobacteriales", " Enterobacteriaceae", " Enterobacter", " Enterobacter asburiae"
"SRR1592615", 32676423, 9802926900, 1123261, " Solimonas soli DSM 21787", " Bacteria", " NA", " Gammaproteobacteria", " Nevskiales", " Sinobacteraceae", " Solimonas", " Solimonas soli"
"SRR22032008", 1256797, 611875733, 29495, " Vibrio navarrensis", " Bacteria", " Proteobacteria", " Gammaproteobacteria", " Vibrionales", " Vibrionaceae", " Vibrio", " Vibrio navarrensis"
"SRR11575092", 969331, 486604162, 394751, " Pseudoalteromonas arctica", " Bacteria", " NA", " Gammaproteobacteria", " Alteromonadales", " Pseudoalteromonadaceae", " Pseudoalteromonas", " Pseudoalteromonas arctica"
"SRR1840777", 1613243, 322648600, 672, " Vibrio vulnificus", " Bacteria", " NA", " Gammaproteobacteria", " Vibrionales", " Vibrionaceae", " Vibrio", " Vibrio vulnificus"
"SRR6415915", 2281053, 460772706, 2426, " Teredinibacter turnerae", " Bacteria", " NA", " Gammaproteobacteria", " Alteromonadales", " NA", " Teredinibacter", " Teredinibacter turnerae"
"SRR8466694", 4543735, 1716577462, 511998, " Aliivibrio finisterrensis", " Bacteria", " NA", " Gammaproteobacteria", " Vibrionales", " Vibrionaceae", " Aliivibrio", " Aliivibrio finisterrensis"
"SRR8069231", 536912, 4768549372, 1655234, " Thalassotalea euphylliae", " Bacteria", " NA", " Gammaproteobacteria", " Alteromonadales", " Colwelliaceae", " Thalassotalea", " Thalassotalea euphylliae"
"SRR20751896", 855905, 127245097, 2735739, " Campylobacter sp. RM6883", " Bacteria", " NA", " Gammaproteobacteria", " NA", " NA", " NA", " Campylobacter sp. RM6883"
"SRR7176695", 4159066, 1256037932, 263723, " Idiomarina fontislapidosi", " Bacteria", " NA", " Gammaproteobacteria", " Alteromonadales", " Idiomarinaceae", " Idiomarina", " Idiomarina fontislapidosi"
"DRR199244", 1140822, 309843193, 2675710, " Klebsiella sp. WP3-W18-ESBL-02", " Bacteria", " NA", " Gammaproteobacteria", " Enterobacterales", " Enterobacteriaceae", " Klebsiella", " Klebsiella sp. WP3-W18-ESBL-02"
"SRR19646018", 4616893, 1385067900, 552, " Erwinia amylovora", " Bacteria", " Proteobacteria", " Gammaproteobacteria", " Enterobacteriales", " Enterobacteriaceae", " Erwinia", " Erwinia amylovora"
"SRR7716626", 4761761, 1428528300, 2213015, " Pseudomonas sichuanensis", " Bacteria", " NA", " Gammaproteobacteria", " Pseudomonadales", " Pseudomonadaceae", " Pseudomonas", " Pseudomonas sichuanensis"
"SRR5450829", 179347, 1521456038, 76759, " Pseudomonas monteilii", " Bacteria", " NA", " Gammaproteobacteria", " Pseudomonadales", " Pseudomonadaceae", " Pseudomonas", " Pseudomonas monteilii"
"SRR6219731", 1101792, 533329377, 624, " Shigella sonnei", " Bacteria", " NA", " Gammaproteobacteria", " Enterobacteriales", " Enterobacteriaceae", " Shigella", " Shigella sonnei"
"SRR4235125", 113593, 410309885, 1392877, " Pseudomonas oryzae", " Bacteria", " NA", " Gammaproteobacteria", " Pseudomonadales", " Pseudomonadaceae", " Pseudomonas", " Pseudomonas oryzae"
"SRR6792524", 7965, 62783021, 674054, " Pseudomonas baetica", " Bacteria", " NA", " Gammaproteobacteria", " Pseudomonadales", " Pseudomonadaceae", " Pseudomonas", " Pseudomonas baetica"
"SRR6219133", 1414510, 562455499, 512643, " Photobacterium aquimaris", " Bacteria", " NA", " Gammaproteobacteria", " Vibrionales", " Vibrionaceae", " Photobacterium", " Photobacterium aquimaris"
"SRR9672763", 1744624, 523387200, 526588, " Vibrio ostreicida", " Bacteria", " NA", " Gammaproteobacteria", " Vibrionales", " Vibrionaceae", " Vibrio", " Vibrio ostreicida"
"SRR14867394", 828674, 378846600, 67573, " Psychromonas antarctica", " Bacteria", " NA", " Gammaproteobacteria", " Alteromonadales", " Psychromonadaceae", " Psychromonas", " Psychromonas antarctica"
"SRR10718222", 221063, 103601860, 2218628, " Photorhabdus laumondii", " Bacteria", " NA", " Gammaproteobacteria", " Enterobacterales", " Morganellaceae", " Photorhabdus", " Photorhabdus laumondii"
"SRR3927991", 14558341, 2212867832, 768491, " Serratia sp. S4", " Bacteria", " NA", " Gammaproteobacteria", " Enterobacterales", " Yersiniaceae", " Serratia", " Serratia sp. S4"
"SRR728970", 2614562, 528141524, 1120926, " Acinetobacter gerneri DSM 14967 = CIP 107464 = MTCC 9824", " Bacteria", " NA", " Gammaproteobacteria", " Moraxellales", " Moraxellaceae", " Acinetobacter", " Acinetobacter gerneri"
"SRR6760280", 3158548, 1507946481, 621, " Shigella boydii", " Bacteria", " NA", " Gammaproteobacteria", " Enterobacteriales", " Enterobacteriaceae", " Shigella", " Shigella boydii"
"SRR12782913", 1828323, 468671645, 78327, " Pseudomonas mosselii", " Bacteria", " Proteobacteria", " Gammaproteobacteria", " Pseudomonadales", " Pseudomonadaceae", " Pseudomonas", " Pseudomonas mosselii"
"SRR654386", 2260926, 456707052, 1217692, " Acinetobacter sp. NIPH 298", " Bacteria", " NA", " Gammaproteobacteria", " Moraxellales", " Moraxellaceae", " Acinetobacter", " Acinetobacter sp. NIPH 298"
"SRR6218630", 1263186, 634119372, 659, " Photobacterium phosphoreum", " Bacteria", " NA", " Gammaproteobacteria", " Vibrionales", " Vibrionaceae", " Photobacterium", " Photobacterium phosphoreum"
"SRR6474051", 4079138, 1222587804, 1879050, " Acinetobacter wuhouensis", " Bacteria", " NA", " Gammaproteobacteria", " Moraxellales", " Moraxellaceae", " Acinetobacter", " Acinetobacter wuhouensis"
"SRR14936141", 1871258, 507955763, 2851842, " Stenotrophomonas sp. 7818-24-C1", " Bacteria", " NA", " Gammaproteobacteria", " Xanthomonadales", " Xanthomonadaceae", " Stenotrophomonas", " Stenotrophomonas sp. 7818-24-C1"
"SRR20722446", 1147861, 691012322, 2854766, " Pseudomonas sp. PDM26", " Bacteria", " NA", " Gammaproteobacteria", " Pseudomonadales", " Pseudomonadaceae", " Pseudomonas", " Pseudomonas sp. PDM26"
"SRR18741572", 1527895, 726238536, 312306, " Pseudomonas entomophila", " Bacteria", " NA", " Gammaproteobacteria", " Pseudomonadales", " Pseudomonadaceae", " Pseudomonas", " Pseudomonas entomophila"
"SRR10006959", 4557086, 346338536, 1778540, " Dickeya fangzhongdai", " Bacteria", " NA", " Gammaproteobacteria", " Enterobacterales", " Pectobacteriaceae", " Dickeya", " Dickeya fangzhongdai"
"SRR13962175", 741781, 315351026, 669, " Vibrio harveyi", " Bacteria", " Proteobacteria", " Gammaproteobacteria", " Vibrionales", " Vibrionaceae", " Vibrio", " Vibrio harveyi"
"SRR9015667", 647177, 242096533, 777, " Coxiella burnetii", " Bacteria", " NA", " Gammaproteobacteria", " Legionellales", " Coxiellaceae", " Coxiella", " Coxiella burnetii"
"SRR654307", 3628026, 732861252, 1217663, " Acinetobacter johnsonii CIP 64.6", " Bacteria", " NA", " Gammaproteobacteria", " Moraxellales", " Moraxellaceae", " Acinetobacter", " Acinetobacter johnsonii"
"SRR14766828", 16438, 17128547, 2841207, " Pseudomonas farris", " Bacteria", " NA", " Gammaproteobacteria", " Pseudomonadales", " Pseudomonadaceae", " Pseudomonas", " Pseudomonas farris"
"SRR3452807", 13490958, 2023643700, 1380359, " Pseudoalteromonas sp. 6BO_GOM-1096m", " Bacteria", " NA", " Gammaproteobacteria", " Alteromonadales", " Pseudoalteromonadaceae", " Pseudoalteromonas", " Pseudoalteromonas sp. 6BO_GOM-1096m"
"SRR10997257", 395988, 54250356, 766141, " Shigella boydii 5216-82", " Bacteria", " NA", " Gammaproteobacteria", " Enterobacterales", " Enterobacteriaceae", " Shigella", " Shigella genomosp. SF-2015"
"SRR6760295", 825224, 399202788, 623, " Shigella flexneri", " Bacteria", " NA", " Gammaproteobacteria", " Enterobacteriales", " Enterobacteriaceae", " Shigella", " Shigella flexneri"
"SRR654269", 4506067, 910225534, 1217701, " Acinetobacter sp. ANC 3880", " Bacteria", " NA", " Gammaproteobacteria", " Moraxellales", " Moraxellaceae", " Acinetobacter", " Acinetobacter sp. ANC 3880"
"SRR10947555", 1798287, 1078972200, 680, " Vibrio campbellii", " Bacteria", " NA", " Gammaproteobacteria", " Vibrionales", " Vibrionaceae", " Vibrio", " Vibrio campbellii"
"SRR4176876", 23170, 62613187, 104087, " Pseudomonas frederiksbergensis", " Bacteria", " NA", " Gammaproteobacteria", " Pseudomonadales", " Pseudomonadaceae", " Pseudomonas", " Pseudomonas frederiksbergensis"
"DRR199790", 1261771, 373083075, 881260, " Enterobacter bugandensis", " Bacteria", " NA", " Gammaproteobacteria", " Enterobacterales", " Enterobacteriaceae", " Enterobacter", " Enterobacter bugandensis"
"SRR1953063", 221214, 1289165128, 65700, " Erwinia tracheiphila", " Bacteria", " NA", " Gammaproteobacteria", " Enterobacteriales", " Enterobacteriaceae", " Erwinia", " Erwinia tracheiphila"
"SRR721205", 7077301, 1429614802, 1144667, " Acinetobacter sp. CIP 102159", " Bacteria", " NA", " Gammaproteobacteria", " Moraxellales", " Moraxellaceae", " Acinetobacter", " Acinetobacter sp. CIP 102159"
"SRR7216428", 2011573, 603471900, 2070577, " Pseudomonas sp. GW704-F2", " Bacteria", " NA", " Gammaproteobacteria", " Pseudomonadales", " Pseudomonadaceae", " Pseudomonas", " Pseudomonas sp. GW704-F2"
"SRR7589206", 8023130, 3007231541, 2071714, " Pseudomonas sp. MWU13-2860", " Bacteria", " NA", " Gammaproteobacteria", " Pseudomonadales", " Pseudomonadaceae", " Pseudomonas", " Pseudomonas sp. MWU13-2860"
"SRR10662239", 3800551, 995744362, 237609, " Pseudomonas alkylphenolica", " Bacteria", " NA", " Gammaproteobacteria", " Pseudomonadales", " Pseudomonadaceae", " Pseudomonas", " Pseudomonas alkylphenolica"
"DRR237668", 7096655, 2128996500, 1920170, " Dyella flava", " Bacteria", " NA", " Gammaproteobacteria", " Xanthomonadales", " Rhodanobacteraceae", " Dyella", " Dyella flava"
"SRR654404", 3542190, 715522380, 1217711, " Acinetobacter sp. NIPH 236", " Bacteria", " NA", " Gammaproteobacteria", " Moraxellales", " Moraxellaceae", " Acinetobacter", " Acinetobacter sp. NIPH 236"
"SRR8926904", 750060, 329900991, 2570888, " Raoultella sp. IFSH00447", " Bacteria", " NA", " Gammaproteobacteria", " Enterobacterales", " Enterobacteriaceae", " Raoultella", " Raoultella sp. IFSH00447"
"SRR1587382", 9683460, 2905038000, 1336247, " Shewanella fidelis ATCC BAA-318", " Bacteria", " NA", " Gammaproteobacteria", " Alteromonadales", " Shewanellaceae", " Shewanella", " Shewanella fidelis"
"SRR4176933", 19353, 50519350, 86185, " Pseudomonas lundensis", " Bacteria", " NA", " Gammaproteobacteria", " Pseudomonadales", " Pseudomonadaceae", " Pseudomonas", " Pseudomonas lundensis"
"SRR12697330", 12275757, 3682727100, 2774873, " Pseudomonas sp. ADPe", " Bacteria", " NA", " Gammaproteobacteria", " Pseudomonadales", " Pseudomonadaceae", " Pseudomonas", " Pseudomonas sp. ADPe"
"SRR21588253", 1235997, 596332069, 28152, " Yersinia kristensenii", " Bacteria", " Proteobacteria", " Gammaproteobacteria", " Enterobacteriales", " Enterobacteriaceae", " Yersinia", " Yersinia kristensenii"
"SRR15685572", 163482, 4857388553, 138072, " Candidatus Hamiltonella defensa", " Bacteria", " NA", " Gammaproteobacteria", " Enterobacterales", " Enterobacteriaceae", " Candidatus Hamiltonella", " Candidatus Hamiltonella defensa"
"SRR11073144", 207285, 116079600, 2587465, " Vibrio hibernica", " Bacteria", " NA", " Gammaproteobacteria", " Vibrionales", " Vibrionaceae", " Vibrio", " Vibrio hibernica"
"SRR14777057", 85978, 42989000, 1792846, " Lysobacter firmicutimachus", " Bacteria", " NA", " Gammaproteobacteria", " Xanthomonadales", " Xanthomonadaceae", " Lysobacter", " Lysobacter firmicutimachus"
"SRR17302008", 1163801, 232760200, 588, " Providencia stuartii", " Bacteria", " Proteobacteria", " Gammaproteobacteria", " Enterobacteriales", " Enterobacteriaceae", " Providencia", " Providencia stuartii"
"SRR16348896", 4258797, 1277639100, 28254, " Marinomonas communis", " Bacteria", " NA", " Gammaproteobacteria", " Oceanospirillales", " Oceanospirillaceae", " Marinomonas", " Marinomonas communis"
"SRR7216446", 2252474, 675742200, 2070628, " Pseudomonas sp. MPR-ANB1", " Bacteria", " NA", " Gammaproteobacteria", " Pseudomonadales", " Pseudomonadaceae", " Pseudomonas", " Pseudomonas sp. MPR-ANB1"
"SRR8456357", 3603628, 1075575665, 2507840, " Zooshikella sp. S2.1", " Bacteria", " NA", " Gammaproteobacteria", " Oceanospirillales", " Zooshikellaceae", " Zooshikella", " Zooshikella sp. S2.1"
"SRR1507209", 889406, 268600612, 750, " Gallibacterium anatis", " Bacteria", " NA", " Gammaproteobacteria", " Pasteurellales", " Pasteurellaceae", " Gallibacterium", " Gallibacterium anatis"
"ERR2814816", 865877, 517877027, 1785162, " Pseudomonas reidholzensis", " Bacteria", " NA", " Gammaproteobacteria", " Pseudomonadales", " Pseudomonadaceae", " Pseudomonas", " Pseudomonas reidholzensis"
"SRR4136346", 4090020, 1227006000, 349064, " Thalassotalea agarivorans", " Bacteria", " NA", " Gammaproteobacteria", " Alteromonadales", " Colwelliaceae", " Thalassotalea", " Thalassotalea agarivorans"
"SRR13278242", 1902445, 555703627, 359209, " Marinomonas ostreistagni", " Bacteria", " NA", " Gammaproteobacteria", " Oceanospirillales", " Oceanospirillaceae", " Marinomonas", " Marinomonas ostreistagni"
"SRR11087593", 662992, 197775903, 47885, " Pseudomonas oryzihabitans", " Bacteria", " NA", " Gammaproteobacteria", " Pseudomonadales", " Pseudomonadaceae", " Pseudomonas", " Pseudomonas oryzihabitans"
"SRR4235123", 258011, 805722392, 472181, " Halopseudomonas sabulinigri", " Bacteria", " NA", " Gammaproteobacteria", " Pseudomonadales", " Pseudomonadaceae", " Halopseudomonas", " Halopseudomonas sabulinigri"
"SRR18516351", 688016, 350589533, 196024, " Aeromonas dhakensis", " Bacteria", " NA", " Gammaproteobacteria", " Aeromonadales", " Aeromonadaceae", " Aeromonas", " Aeromonas dhakensis"
"ERR3281090", 863821, 260041305, 1219067, " Vibrio natriegens NBRC 15636 = ATCC 14048 = DSM 759", " Bacteria", " NA", " Gammaproteobacteria", " Vibrionales", " Vibrionaceae", " Vibrio", " Vibrio natriegens"
"SRR14936252", 1282115, 337517362, 2851772, " Pseudomonas sp. 20-WK8-C-5", " Bacteria", " NA", " Gammaproteobacteria", " Pseudomonadales", " Pseudomonadaceae", " Pseudomonas", " Pseudomonas sp. 20-WK8-C-5"
"SRR654278", 2433506, 491568212, 1217985, " Acinetobacter nosocomialis NIPH 386", " Bacteria", " NA", " Gammaproteobacteria", " Moraxellales", " Moraxellaceae", " Acinetobacter", " Acinetobacter nosocomialis"
"SRR14935884", 1535695, 423647382, 2851858, " Stenotrophomonas sp. 7821-48-C1", " Bacteria", " NA", " Gammaproteobacteria", " Xanthomonadales", " Xanthomonadaceae", " Stenotrophomonas", " Stenotrophomonas sp. 7821-48-C1"
"SRR654352", 2452711, 495447622, 1217694, " Acinetobacter sp. CIP 64.2", " Bacteria", " NA", " Gammaproteobacteria", " Moraxellales", " Moraxellaceae", " Acinetobacter", " Acinetobacter sp. CIP 64.2"
"SRR1587760", 15765644, 4729693200, 1325040, " Halothiobacillaceae bacterium SCGC AB-674-E09", " Bacteria", " NA", " Gammaproteobacteria", " Chromatiales", " Halothiobacillaceae", " NA", " Halothiobacillaceae bacterium SCGC AB-674-E09"
"SRR20083129", 560426, 269169971, 663, " Vibrio alginolyticus", " Bacteria", " Proteobacteria", " Gammaproteobacteria", " Vibrionales", " Vibrionaceae", " Vibrio", " Vibrio alginolyticus"
"DRR199189", 3501419, 1019068962, 67824, " Citrobacter farmeri", " Bacteria", " NA", " Gammaproteobacteria", " Enterobacteriales", " Enterobacteriaceae", " Citrobacter", " Citrobacter farmeri"
"SRR13920533", 1199059, 535904381, 2802571, " Pseudomonas sp. MWU347", " Bacteria", " NA", " Gammaproteobacteria", " Pseudomonadales", " Pseudomonadaceae", " Pseudomonas", " Pseudomonas sp. MWU347"
"ERR595946", 424861, 184128150, 440079, " Aeromonas bivalvium", " Bacteria", " NA", " Gammaproteobacteria", " Aeromonadales", " Aeromonadaceae", " Aeromonas", " Aeromonas bivalvium"
"SRR5513541", 7420144, 742014400, 1723761, " Shewanella sp. P1-14-1", " Bacteria", " NA", " Gammaproteobacteria", " Alteromonadales", " Shewanellaceae", " Shewanella", " Shewanella sp. P1-14-1"
